Rank	CPM.Ave
2432	58.780304128062745
2433	58.747967831980766
2434	58.71787570023976
2435	58.68775750066133
2436	58.65953452514616
2437	58.627311458149535
2438	58.59701996301676
2439	58.56524362017064
2440	58.53586775224888
2441	58.5107873988027
2442	58.48110276572958
2443	58.45259716378022
2444	58.41977615258957
2445	58.38883140013586
2446	58.358490759614924
2447	58.32734317117502
2448	58.2991159285829
2449	58.271601006541864
2450	58.2410419706413
2451	58.2120035792148
2452	58.18309138924405
2453	58.15418313877418
2454	58.125243602860095
2455	58.09621161205414
2456	58.06723531124172
2457	58.037752233152425
2458	58.00635102322667
2459	57.974456841816526
2460	57.94530811050826
2461	57.9171013305141
2462	57.88945870810495
2463	57.858227120785536
2464	57.828154283678955
2465	57.798289006082804
2466	57.771790670404535
2467	57.7431366418511
2468	57.71185163426847
2469	57.68092286513263
2470	57.65375780286396
2471	57.62493476444192
2472	57.5996456082388
2473	57.57084827452808
2474	57.541843663207295
2475	57.512999563968386
2476	57.48422828690675
2477	57.449120780912374
2478	57.41749731019329
2479	57.38748101358414
2480	57.35723687683528
2481	57.32811452951865
2482	57.29597595040613
2483	57.26540395165475
2484	57.239016184239716
2485	57.2128319686674
2486	57.18371122269533
2487	57.151646350257415
2488	57.120008438643524
2489	57.09397397628355
2490	57.06613842810969
2491	57.038458702161925
2492	57.01084783994657
2493	56.97981784840284
2494	56.95069209881669
2495	56.92051358212817
2496	56.89277886377351
2497	56.86308159115778
2498	56.83688370815191
2499	56.80848435167441
2500	56.78120046660716
2501	56.75329349047737
2502	56.72652425077617
2503	56.696312252263354
2504	56.669530802273705
2505	56.64004536041226
2506	56.60697546785626
2507	56.57895710959328
2508	56.55047865345699
2509	56.51996308259456
2510	56.49357067356277
2511	56.46521123876689
2512	56.43586688723594
2513	56.406236432141085
2514	56.37910712449205
2515	56.35066462936691
2516	56.32056814569714
2517	56.29156127355476
2518	56.26403015090824
2519	56.2330206808986
2520	56.201358326686965
2521	56.172521781855735
2522	56.14412488541594
2523	56.11707987441053
2524	56.088162750343926
2525	56.06005353908495
2526	56.030807493413356
2527	56.002747615517116
2528	55.976845651962144
2529	55.95165130110967
2530	55.922938818168376
2531	55.895007878103755
2532	55.86662922435429
2533	55.837567428023384
2534	55.80815319016429
2535	55.77792187721017
2536	55.74858311465167
2537	55.7181704127975
2538	55.69008102180359
2539	55.66239245140373
2540	55.63365973016134
2541	55.60641722941628
2542	55.58171179194934
2543	55.5514124373497
2544	55.52632772227267
2545	55.49647325918506
2546	55.468141331341414
2547	55.4424650242248
2548	55.41041543103661
2549	55.38162153608615
2550	55.353244933850355
2551	55.326345117642425
2552	55.297965414658584
2553	55.265293905235325
2554	55.23508759176384
2555	55.208610124103316
2556	55.17738768471463
2557	55.15214634122521
2558	55.12400585896711
2559	55.093378479340515
2560	55.06740393654222
2561	55.040150738001984
2562	55.01079018902299
2563	54.98466693330634
2564	54.95925740532631
2565	54.929468273398456
2566	54.90015505481036
2567	54.87073418912199
2568	54.84235488786759
2569	54.81269951745701
2570	54.786485098264066
2571	54.76061609490323
2572	54.73301233813606
2573	54.70383195673874
2574	54.6738135129916
2575	54.64737019248639
2576	54.62136500117631
2577	54.59352250603922
2578	54.56657379997986
2579	54.53692833053185
2580	54.5080484694859
2581	54.479335469346786
2582	54.4540334751072
2583	54.43002272801915
2584	54.40054999838649
2585	54.37323092891099
2586	54.34595956621257
2587	54.32035954598005
2588	54.294569452999866
2589	54.26939882521723
2590	54.24357014424163
2591	54.21573529528277
2592	54.188704665469544
2593	54.16033061293959
2594	54.133380225385025
2595	54.10733244382165
2596	54.0765586490472
2597	54.04966429686082
2598	54.02075132759605
2599	53.99385124255755
2600	53.966687907645046
2601	53.93905981369661
2602	53.9112902468473
2603	53.88523656003996
2604	53.85842350410325
2605	53.831656133608625
2606	53.804894286990425
2607	53.77639126794415
2608	53.75000160746337
2609	53.72142583722315
2610	53.69175753421233
2611	53.663581510372076
2612	53.63658197043531
2613	53.61021773653168
2614	53.58472793699496
2615	53.554709496220305
2616	53.52684113745175
2617	53.49926300860563
2618	53.47312897890907
2619	53.446426450285465
2620	53.42178786385454
2621	53.398748835255326
2622	53.37373244567361
2623	53.34675443079368
2624	53.32171030496939
2625	53.296460859409
2626	53.26634451641932
2627	53.24318970129234
2628	53.21743539116931
2629	53.190089865562435
2630	53.161764758598295
2631	53.1327169754364
2632	53.104339114134156
2633	53.075148156181164
2634	53.04558632708953
2635	53.01983035073215
2636	52.99383477869046
2637	52.967820264279865
2638	52.941497837248995
2639	52.91469793928679
2640	52.88578452763823
2641	52.86148649570863
2642	52.833171438075546
2643	52.80943588551394
2644	52.78310117068623
2645	52.75610355217352
2646	52.72914017907155
2647	52.704430593643195
2648	52.67814103655473
2649	52.65086764498172
2650	52.624817430497615
2651	52.59728471908481
2652	52.57037513638906
2653	52.543929159488044
2654	52.51994905787861
2655	52.49472264801563
2656	52.46825008498587
2657	52.44040335656221
2658	52.41594141824545
2659	52.388387272187515
2660	52.36148932080729
2661	52.334031111212404
2662	52.30827884104375
2663	52.28193478788535
2664	52.25712364755885
2665	52.231088777454204
2666	52.20359329346401
2667	52.17654034430195
2668	52.152921354895966
2669	52.12534281522484
2670	52.09481620849533
2671	52.06784441340534
2672	52.041309168145354
2673	52.01796520953521
2674	51.99153499191605
2675	51.96469607418049
2676	51.94099157226838
2677	51.916026411646776
2678	51.891673523353866
2679	51.86540461474115
2680	51.83900250174546
2681	51.81262460502239
2682	51.78591164866513
2683	51.76077270534901
2684	51.733182950534236
2685	51.70473785286867
2686	51.679154103915295
2687	51.653211886087334
2688	51.625688714701546
2689	51.60271038771465
2690	51.577839812981935
2691	51.552629037924426
2692	51.52556956688708
2693	51.499789827655455
2694	51.47555333870927
2695	51.45284471538412
2696	51.42854418366986
2697	51.40407399643907
2698	51.3754613326995
2699	51.350478027099214
2700	51.32750801722882
2701	51.30462588855441
2702	51.27877107943094
2703	51.25240748866459
2704	51.2259719250296
2705	51.200931934495514
2706	51.17829722804536
2707	51.15385543330292
2708	51.12952033148156
2709	51.10177003511711
2710	51.07470913078553
2711	51.04607896368271
2712	51.0186307492019
2713	50.99482152582449
2714	50.97113245052961
2715	50.947258051611186
2716	50.92554606970052
2717	50.89969543733948
2718	50.873717649521296
2719	50.84693059723751
2720	50.82096268680442
2721	50.796736070725856
2722	50.773506763126356
2723	50.74920214798008
2724	50.72298380438794
2725	50.69928908906173
2726	50.67427082974314
2727	50.65030503281632
2728	50.62444774030363
2729	50.597152502062386
2730	50.57262753460383
2731	50.54654935524157
2732	50.522865475286736
2733	50.49527741395787
2734	50.46632927942902
2735	50.441982386162316
2736	50.41474456579902
2737	50.388976479928694
2738	50.36583313897059
2739	50.34073090896183
2740	50.316974088897126
2741	50.292634603330505
2742	50.26353470971068
2743	50.237567550004975
2744	50.21534138929884
2745	50.19292920747207
2746	50.16846570510551
2747	50.144627349379995
2748	50.121579007910995
2749	50.0950463388647
2750	50.0708990725873
2751	50.04371366575861
2752	50.01721835954818
2753	49.99256290713136
2754	49.96618545126197
2755	49.93990249609698
2756	49.91586180430986
2757	49.89234422339032
2758	49.87041227398398
2759	49.84711831959134
2760	49.82133835312366
2761	49.79692718407369
2762	49.77470490901533
2763	49.750608459433785
2764	49.725061538252504
2765	49.69859244509342
2766	49.67490183377007
2767	49.65020939955112
2768	49.625495952702764
2769	49.5992766278576
2770	49.57658670569468
2771	49.54973253063079
2772	49.52279703224915
2773	49.49490469698688
2774	49.467743497040445
2775	49.44407819122421
2776	49.42327918450425
2777	49.396631943358344
2778	49.37277934879369
2779	49.34848495891127
2780	49.32415606873363
2781	49.30015359039818
2782	49.27482357650233
2783	49.25298288811282
2784	49.23083927484523
2785	49.206456369080136
2786	49.182689781184514
2787	49.15922078526752
2788	49.136828678416336
2789	49.10837718917262
2790	49.085601903713545
2791	49.061895403383545
2792	49.037717612840275
2793	49.01149897892713
2794	48.98754502833862
2795	48.96318048059564
2796	48.940310824896294
2797	48.91601058714217
2798	48.89119413177504
2799	48.86883280680771
2800	48.84420425558298
2801	48.82083464209642
2802	48.798740842961976
2803	48.77534660743855
2804	48.75220284888755
2805	48.72819555568129
2806	48.70412283338634
2807	48.67964774002261
2808	48.65388807938647
2809	48.62903575161369
2810	48.60389772415868
2811	48.5796841346922
2812	48.55535817915173
2813	48.531408375534234
2814	48.508075109950354
2815	48.48486661098176
2816	48.461316467512454
2817	48.43855636810396
2818	48.41397486985927
2819	48.38988685398257
2820	48.36827258887513
2821	48.34359523581358
2822	48.320864386925535
2823	48.29573606317725
2824	48.27177550164448
2825	48.24713654089751
2826	48.22344895906822
2827	48.20023022988322
2828	48.1769332953612
2829	48.155569990863604
2830	48.13049741761799
2831	48.10516170131051
2832	48.081643227422234
2833	48.056715640120764
2834	48.03407498604966
2835	48.011459400183504
2836	47.98937267852798
2837	47.96350014847063
2838	47.93914609901408
2839	47.916632868761695
2840	47.89150127908966
2841	47.86682774840337
2842	47.84151110815815
2843	47.82089030000235
2844	47.797473085629086
2845	47.77326414837849
2846	47.75044287089861
2847	47.728356116980414
2848	47.705122202317966
2849	47.68142657322566
2850	47.65918208520388
2851	47.632614516423665
2852	47.60808351417334
2853	47.583604666790535
2854	47.55980087516703
2855	47.537424154291834
2856	47.514593088468025
2857	47.49230988269887
2858	47.46771264754954
2859	47.445088520556446
2860	47.42241581595878
2861	47.40079658341466
2862	47.37879111815923
2863	47.355506683822895
2864	47.33347376802106
2865	47.308791580431546
2866	47.28388639141904
2867	47.256316872499355
2868	47.23140630405386
2869	47.20794146051605
2870	47.18550313835646
2871	47.16344151891383
2872	47.141303073722064
2873	47.11595667493946
2874	47.09354427217429
2875	47.07043561206348
2876	47.04717061219667
2877	47.02622404040776
2878	47.002612941767886
2879	46.98076213991485
2880	46.95505079935261
2881	46.93014577659051
2882	46.90735419753842
2883	46.884546698865556
2884	46.8605534303525
2885	46.83656036464634
2886	46.81361489997301
2887	46.79188076019549
2888	46.76710769105797
2889	46.74318782716048
2890	46.72133372621372
2891	46.69925964919427
2892	46.6779316168814
2893	46.65554379013024
2894	46.63334441788703
2895	46.61100206499783
2896	46.58623786458067
2897	46.562382657450236
2898	46.53947181669288
2899	46.519957140623056
2900	46.494148334585425
2901	46.470580955585305
2902	46.44924584003539
2903	46.428896063419636
2904	46.40773965661273
2905	46.38578133528435
2906	46.36200446213793
2907	46.336029579144
2908	46.311772251225825
2909	46.28931696361881
2910	46.26714223339817
2911	46.2446189526546
2912	46.21827735710141
2913	46.194164662402684
2914	46.17161266840453
2915	46.147558503812085
2916	46.125280867708796
2917	46.10151770953528
2918	46.08067196261002
2919	46.06038325564626
2920	46.03732156770979
2921	46.01352257149004
2922	45.9879273413007
2923	45.96689111922919
2924	45.94156466940307
2925	45.919054699510596
2926	45.89685583889822
2927	45.87415698413345
2928	45.85286223560059
2929	45.832096462302246
2930	45.81008917793094
2931	45.78906644266968
2932	45.766618665575486
2933	45.74456918222161
2934	45.721771901426386
2935	45.7009784829249
2936	45.67780482245665
2937	45.656514659123275
2938	45.637149286604
2939	45.6163728162759
2940	45.59435563693151
2941	45.570600392246625
2942	45.547677263454695
2943	45.525699225407635
2944	45.502176354037246
2945	45.481259429825045
2946	45.458822061205304
2947	45.436388465997126
2948	45.41460678149146
2949	45.39169901913992
2950	45.367931288538806
2951	45.34244067940681
2952	45.32077543355626
2953	45.29705834371118
2954	45.275087129821756
2955	45.2502794852339
2956	45.2238543523064
2957	45.19905863881414
2958	45.17777882434847
2959	45.156519870833435
2960	45.133859716996135
2961	45.11331791975309
2962	45.091655889273746
2963	45.070592180032826
2964	45.04965018434452
2965	45.03104704974582
2966	45.01157495247319
2967	44.991205497042934
2968	44.97147600336056
2969	44.94928193674903
2970	44.92706661431405
2971	44.90448935683659
2972	44.88464931410717
2973	44.861660484848194
2974	44.83806336345129
2975	44.817435259339696
2976	44.79688917602863
2977	44.774637782017244
2978	44.75102063284209
2979	44.72763846638355
2980	44.70343942252359
2981	44.679408840855345
2982	44.655278408136404
2983	44.63475345460902
2984	44.61469009916345
2985	44.59203816849868
2986	44.57008005973773
2987	44.546286456849906
2988	44.525930861647026
2989	44.50788911107679
2990	44.48769868605296
2991	44.464048722105254
2992	44.442921156790305
2993	44.422020416151824
2994	44.40070733187422
2995	44.3781899888787
2996	44.354909345480465
2997	44.33472358994344
2998	44.31504567892847
2999	44.292791696543
3000	44.27032498341058
3001	44.24673024003977
3002	44.22283678631613
3003	44.20238452586122
3004	44.18244542257293
3005	44.158884123948745
3006	44.138274443845155
3007	44.1161887424006
3008	44.09706892172976
3009	44.07678346445096
3010	44.05703908993519
3011	44.03556620349024
3012	44.01436692502794
3013	43.99186720260009
3014	43.97023125176173
3015	43.950095159027775
3016	43.92870908621518
3017	43.90759879635999
3018	43.88563041204883
3019	43.863764131260744
3020	43.841890332103304
3021	43.81588338534765
3022	43.794346694753614
3023	43.772392866796864
3024	43.74974651920691
3025	43.73056612757279
3026	43.708348442326226
3027	43.68547969082225
3028	43.6623652977667
3029	43.637856184008186
3030	43.61526599914308
3031	43.593652523245105
3032	43.57280545472375
3033	43.54997453176072
3034	43.52886071330534
3035	43.509084064399616
3036	43.487935583161935
3037	43.466880385826784
3038	43.448810961794884
3039	43.42825881765001
3040	43.40888690882869
3041	43.389292273982946
3042	43.36707298087025
3043	43.34767886960239
3044	43.330114817103436
3045	43.309499594964684
3046	43.28912048417325
3047	43.26754577553928
3048	43.247912098589254
3049	43.22658114632683
3050	43.2033549570538
3051	43.18221953065155
3052	43.16099654983073
3053	43.140911304514674
3054	43.11886796917392
3055	43.095857146650864
3056	43.07629146895996
3057	43.055561799388464
3058	43.03349217789326
3059	43.013912765555375
3060	42.9959179207084
3061	42.97366190388505
3062	42.9528084090553
3063	42.93089030145251
3064	42.910071558477284
3065	42.886994456375255
3066	42.86619089487427
3067	42.842476128804854
3068	42.82147046402753
3069	42.8008591131555
3070	42.78224891927074
3071	42.762576892802336
3072	42.742116034699855
3073	42.7242002375947
3074	42.704607391380165
3075	42.68583198892544
3076	42.66653799251632
3077	42.64876829139986
3078	42.62828966664703
3079	42.60851822588143
3080	42.58414803435348
3081	42.559913423586046
3082	42.53867002363361
3083	42.51551604264817
3084	42.49665260258168
3085	42.47550413787237
3086	42.45602648077557
3087	42.43750798180857
3088	42.41512674873574
3089	42.39343289653637
3090	42.371510335383725
3091	42.35088115595404
3092	42.33140164352347
3093	42.31082465074363
3094	42.286917807700256
3095	42.2667330968746
3096	42.24365908568783
3097	42.22403159672861
3098	42.20391202862284
3099	42.18618112674544
3100	42.16588051054249
3101	42.14640984972163
3102	42.12434019344331
3103	42.104152400630156
3104	42.083512615023764
3105	42.06474569294817
3106	42.04464600240931
3107	42.02288724622158
3108	42.00203804266009
3109	41.98274727815749
3110	41.96256815970849
3111	41.9419136264954
3112	41.922693857222946
3113	41.90139895498086
3114	41.880891485408675
3115	41.85949293637856
3116	41.837528193864806
3117	41.815782439021035
3118	41.793156098744014
3119	41.77554377751643
3120	41.75688938505
3121	41.7373028116564
3122	41.71585645051504
3123	41.69579487138006
3124	41.67329468057351
3125	41.6526235020661
3126	41.6316606561149
3127	41.611635946239545
3128	41.59206578805848
3129	41.570301197157974
3130	41.55101321852367
3131	41.53385607633451
3132	41.51385139307009
3133	41.49506249198999
3134	41.47441066803134
3135	41.454392314671
3136	41.43377083547736
3137	41.41316813425276
3138	41.3940600807861
3139	41.37229049544895
3140	41.35200310040622
3141	41.33075468729495
3142	41.31088444529967
3143	41.290201716118915
3144	41.27047490376571
3145	41.25320206511684
3146	41.23368089600587
3147	41.21311742195301
3148	41.191183280408275
3149	41.1721537824759
3150	41.14883315527251
3151	41.12920726227893
3152	41.10784947698043
3153	41.08653838031718
3154	41.06572670913526
3155	41.04767401731515
3156	41.02832666513762
3157	41.009041423480014
3158	40.99023646439389
3159	40.970647414998986
3160	40.948293307493245
3161	40.929091128353754
3162	40.91202095045858
3163	40.89208226811305
3164	40.870648773961655
3165	40.84771169579711
3166	40.828469196621384
3167	40.80868007061569
3168	40.78743348436704
3169	40.76742300842544
3170	40.74809510174143
3171	40.72837684444235
3172	40.711878161965075
3173	40.6906747754773
3174	40.668950823799754
3175	40.64644905737926
3176	40.62469102009815
3177	40.60665336354602
3178	40.58681375767826
3179	40.56462601415869
3180	40.54439918877603
3181	40.524835511584016
3182	40.50786706607273
3183	40.488779861263694
3184	40.46711334576444
3185	40.44640146895364
3186	40.42652683290578
3187	40.4082502778901
3188	40.390090470016865
3189	40.369949640890205
3190	40.351630105921274
3191	40.33349655127777
3192	40.31718248242975
3193	40.29852486387758
3194	40.27984907147544
3195	40.26200576648691
3196	40.24342332410975
3197	40.22337710246146
3198	40.20421191144698
3199	40.18429119243901
3200	40.16503116494303
3201	40.14495761426678
3202	40.12469058619413
3203	40.10411027734909
3204	40.08609307317351
3205	40.06690928313307
3206	40.04730057912274
3207	40.02751762701281
3208	40.00979042451713
3209	39.99364742304428
3210	39.97450900269996
3211	39.95403874309689
3212	39.93270216905206
3213	39.91349223516216
3214	39.89310095467858
3215	39.87522661685377
3216	39.85609397703872
3217	39.837183050731205
3218	39.81710804779137
3219	39.79602165920351
3220	39.778420327469576
3221	39.75812355785038
3222	39.738155826096325
3223	39.71855269710211
3224	39.696969702285
3225	39.67638954445357
3226	39.66007353207177
3227	39.64192079186697
3228	39.621078214996786
3229	39.60251132206496
3230	39.58306955564719
3231	39.56544864173308
3232	39.54653824850367
3233	39.52717027933931
3234	39.509119223152034
3235	39.49193094300662
3236	39.47345077888432
3237	39.45356956689657
3238	39.43406074623399
3239	39.41464885118436
3240	39.394096160702524
3241	39.37676288191238
3242	39.3559013375606
3243	39.33576936002444
3244	39.31850061821707
3245	39.30166066360865
3246	39.28430486068406
3247	39.26741819688097
3248	39.24955865910728
3249	39.232096511817886
3250	39.214992173580825
3251	39.19566645871833
3252	39.17676673063119
3253	39.156708842050946
3254	39.13719606244119
3255	39.11778434418827
3256	39.10012460156523
3257	39.08320590282024
3258	39.0642321289203
3259	39.04487296044516
3260	39.02459224546305
3261	39.003631253214124
3262	38.982409381602665
3263	38.96602012373196
3264	38.94943410447004
3265	38.930338935810504
3266	38.910694507208106
3267	38.89322935663235
3268	38.873758097364615
3269	38.857021746626465
3270	38.83568677660751
3271	38.81681520870181
3272	38.79690660338726
3273	38.77757302749522
3274	38.757527736679485
3275	38.74042642763016
3276	38.72267894700227
3277	38.70402603854065
3278	38.68630539117058
3279	38.66949944313772
3280	38.65083412137545
3281	38.63065354803513
3282	38.612553975867286
3283	38.594106430832305
3284	38.57508107907103
3285	38.5573031123881
3286	38.54132854257579
3287	38.52630538876313
3288	38.50803049979831
3289	38.489410104172855
3290	38.46806486177104
3291	38.445468830559825
3292	38.42760901996946
3293	38.40891645701249
3294	38.39015615161733
3295	38.367866156948516
3296	38.34616391517456
3297	38.32772005637345
3298	38.30673853660235
3299	38.28931686585109
3300	38.27243305953347
3301	38.253719790134625
3302	38.23578438587717
3303	38.21690631518338
3304	38.19816015999161
3305	38.17965315194361
3306	38.162311279073656
3307	38.14513637439389
3308	38.126295386693975
3309	38.10730950025346
3310	38.08879767655076
3311	38.07305948489845
3312	38.05368562010919
3313	38.035273101555724
3314	38.017208743822614
3315	37.99978910100739
3316	37.981061741353585
3317	37.96224342749479
3318	37.94506331033298
3319	37.92650518861085
3320	37.907253702748186
3321	37.891329375520066
3322	37.87572511302159
3323	37.85484216499907
3324	37.83545893621907
3325	37.81682966580037
3326	37.79759014283453
3327	37.78104806189132
3328	37.76576109308097
3329	37.74853916274057
3330	37.72893479538984
3331	37.70892476223694
3332	37.691888420796886
3333	37.67402123783429
3334	37.655532827604176
3335	37.63861698163288
3336	37.62103943249589
3337	37.602092583405046
3338	37.58535026911743
3339	37.56851726282378
3340	37.55098671469323
3341	37.53413708216944
3342	37.51694245444574
3343	37.49438360262312
3344	37.47553321047837
3345	37.45784901895335
3346	37.439405624541706
3347	37.42208430276678
3348	37.40292837887838
3349	37.38494675212585
3350	37.36743766472289
3351	37.350461847050354
3352	37.33333341606938
3353	37.31279955600911
3354	37.29445700883315
3355	37.276542806440965
3356	37.25694853038499
3357	37.239568444769986
3358	37.22115673502558
3359	37.2025933366902
3360	37.18368023306489
3361	37.16638119287477
3362	37.1474658141164
3363	37.128377228919014
3364	37.11221282845165
3365	37.094427655298055
3366	37.07699496034015
3367	37.06037106577429
3368	37.04306685725933
3369	37.023055074232104
3370	37.007347994619835
3371	36.990722656620505
3372	36.972750311323246
3373	36.95540748907328
3374	36.939659637247374
3375	36.921815814545084
3376	36.903862474108855
3377	36.886001922462704
3378	36.868109383532214
3379	36.85274576159425
3380	36.83509064190899
3381	36.81812358479919
3382	36.79993762614795
3383	36.78242852480914
3384	36.764520983630966
3385	36.74467622072155
3386	36.72593377846418
3387	36.70719904631754
3388	36.68885970484511
3389	36.66961548758407
3390	36.64995671053245
3391	36.63095414760946
3392	36.60963345873029
3393	36.590510239107
3394	36.57189876899419
3395	36.555056388921706
3396	36.538137513118414
3397	36.5214324401476
3398	36.50123963404774
3399	36.483354723083956
3400	36.46681494033532
3401	36.44751876480233
3402	36.4308251382373
3403	36.412055272291575
3404	36.393120945104585
3405	36.37504548845976
3406	36.35700547934488
3407	36.33686009003057
3408	36.31913027572413
3409	36.30276303392476
3410	36.28678922686524
3411	36.26947527046113
3412	36.252486312505546
3413	36.236729182471784
3414	36.21990510294799
3415	36.20313818502508
3416	36.186960530277354
3417	36.16961926403822
3418	36.15254008446298
3419	36.13574735675752
3420	36.11823586242797
3421	36.09798480219929
3422	36.078462651752076
3423	36.06031525613165
3424	36.041665267694306
3425	36.024052202957655
3426	36.00688745978563
3427	35.98955128146823
3428	35.97048486226624
3429	35.952344648862294
3430	35.93686857066743
3431	35.91860253173916
3432	35.90174688690526
3433	35.8855741234075
3434	35.867880879112995
3435	35.8497377212806
3436	35.831017798167046
3437	35.81256648102059
3438	35.79185834243331
3439	35.77511284581377
3440	35.75841466166845
3441	35.74068519343884
3442	35.72561390677101
3443	35.71057152982721
3444	35.69374638255641
3445	35.67822450757815
3446	35.66165010353406
3447	35.64469929842198
3448	35.627530908993684
3449	35.60942264574279
3450	35.59139365490846
3451	35.57292365867525
3452	35.556637664583015
3453	35.54043072663082
3454	35.524017818562214
3455	35.509626397794705
3456	35.49386099233359
3457	35.47708232940957
3458	35.45997683505136
3459	35.44540217203395
3460	35.42729908856271
3461	35.40865555574906
3462	35.388933385173345
3463	35.37015672811582
3464	35.35337853550917
3465	35.33577426212556
3466	35.31788594721213
3467	35.30048955142147
3468	35.2808408331276
3469	35.26258975380809
3470	35.244747159826865
3471	35.22729511438575
3472	35.20817143148279
3473	35.189919383785785
3474	35.17331601825754
3475	35.15746259043344
3476	35.142061464648094
3477	35.12680416909353
3478	35.11281505184964
3479	35.09728499032622
3480	35.08309672430568
3481	35.06595107140048
3482	35.05173816579787
3483	35.03527442762442
3484	35.01624524379319
3485	35.00047215792894
3486	34.98509034759707
3487	34.96698897630854
3488	34.951115430697584
3489	34.93397180860598
3490	34.91600182248408
3491	34.89906883701952
3492	34.88228710436228
3493	34.86662834263737
3494	34.85140965985434
3495	34.833737212067234
3496	34.814239051071596
3497	34.79629908050242
3498	34.77962656917918
3499	34.76322518915373
3500	34.745142599960396
3501	34.729358036661175
3502	34.71203442176035
3503	34.69553815489231
3504	34.675223651224954
3505	34.65628063386612
3506	34.63872134043607
3507	34.62098950810138
3508	34.60477937761372
3509	34.587449555403154
3510	34.57137115289792
3511	34.55327693957289
3512	34.5372949695826
3513	34.51899705674416
3514	34.504285957550245
3515	34.48978689115179
3516	34.47380603293904
3517	34.45755892413765
3518	34.442646121153196
3519	34.427753038935286
3520	34.41171335683254
3521	34.39568429695723
3522	34.37979880176824
3523	34.36118839510421
3524	34.345371282150936
3525	34.32852503584482
3526	34.310995910205676
3527	34.29341890772306
3528	34.2763459301383
3529	34.260332861363416
3530	34.24701241358449
3531	34.230801386582925
3532	34.214987307044346
3533	34.198704784579526
3534	34.18243709984587
3535	34.166101225282716
3536	34.1498619905964
3537	34.134143243896894
3538	34.1171007362876
3539	34.10054801179951
3540	34.084356743072256
3541	34.06868877439433
3542	34.05296240799113
3543	34.034737407814546
3544	34.016867585624105
3545	33.99882300654463
3546	33.981729505565646
3547	33.96205582177454
3548	33.94345639265233
3549	33.92487223684932
3550	33.90735984320461
3551	33.89136962941189
3552	33.87130630223865
3553	33.855955181970515
3554	33.84083920862634
3555	33.82446476150992
3556	33.80740348470543
3557	33.79230512836872
3558	33.776566339033025
3559	33.761361332307985
3560	33.74340038840232
3561	33.72536131745392
3562	33.707635700501825
3563	33.69092386692158
3564	33.675148159649915
3565	33.658656971143124
3566	33.643354988436855
3567	33.629901643001546
3568	33.61288460809187
3569	33.5963896200084
3570	33.58067564302763
3571	33.568986891436516
3572	33.55351441532068
3573	33.53884959859642
3574	33.52456221535467
3575	33.51040324639447
3576	33.493759933965116
3577	33.476609913908206
3578	33.45853397522294
3579	33.440293985457124
3580	33.424125436041805
3581	33.40942761040397
3582	33.395254008116304
3583	33.37801517790511
3584	33.36323026885968
3585	33.346210874883994
3586	33.33080917233473
3587	33.31193057136499
3588	33.2954833415745
3589	33.277707121286696
3590	33.25902926911731
3591	33.24174372313888
3592	33.225368961654084
3593	33.20879436334628
3594	33.19248879515351
3595	33.17583966040998
3596	33.15874054888053
3597	33.14232178521214
3598	33.12589705739446
3599	33.10898654893521
3600	33.09326157443023
3601	33.07792567271359
3602	33.060891349334526
3603	33.043565244916664
3604	33.02771932991461
3605	33.01346513137519
3606	32.99944339754685
3607	32.98356037442051
3608	32.97077991189542
3609	32.95452904016371
3610	32.94063664371814
3611	32.92685379805306
3612	32.91256473779247
3613	32.89783796625878
3614	32.88210151542765
3615	32.86591294182958
3616	32.8484160386698
3617	32.83320154708811
3618	32.81684113521476
3619	32.80071774682868
3620	32.786449348422956
3621	32.77160396235478
3622	32.75681213265495
3623	32.742013861806456
3624	32.72725737578732
3625	32.71096535773779
3626	32.69373406312096
3627	32.679120746047396
3628	32.66049596716339
3629	32.641846291977494
3630	32.623885100168145
3631	32.60557529942003
3632	32.5910882011306
3633	32.574537162746026
3634	32.559879211414206
3635	32.54495898587597
3636	32.530225473638616
3637	32.51576864381879
3638	32.499819311228755
3639	32.484945519888036
3640	32.470235491609714
3641	32.453373356491
3642	32.43683216131347
3643	32.420933039641696
3644	32.40338222724203
3645	32.38786146990398
3646	32.3736242681815
3647	32.35860751171906
3648	32.34324027512897
3649	32.32911581133806
3650	32.31431863314853
3651	32.298302121448025
3652	32.28326769584556
3653	32.265925393479584
3654	32.25062358069613
3655	32.237254395514185
3656	32.222379494944626
3657	32.20974072077563
3658	32.19618073137847
3659	32.1796804417481
3660	32.16316997947672
3661	32.14618504307976
3662	32.1286818473429
3663	32.11422215374512
3664	32.099186276394185
3665	32.08372437771572
3666	32.06866789352609
3667	32.05180170208893
3668	32.03590250529667
3669	32.01809321056536
3670	31.999633755008563
3671	31.982773939946213
3672	31.967611913950176
3673	31.950469709486413
3674	31.93517237614758
3675	31.91923478366769
3676	31.90529657464194
3677	31.887453388934766
3678	31.87182924955154
3679	31.854561557843734
3680	31.83979110168655
3681	31.82652453517039
3682	31.812027780886844
3683	31.798113173215345
3684	31.783771377899253
3685	31.767559734205793
3686	31.752742067895113
3687	31.738095699096167
3688	31.722001568681485
3689	31.704371780000564
3690	31.68801207338155
3691	31.671915935481202
3692	31.656781767942128
3693	31.640557596991446
3694	31.625483402579302
3695	31.61182717035652
3696	31.597589611275072
3697	31.58200108548517
3698	31.565413163219397
3699	31.549189035958364
3700	31.53387615984501
3701	31.518243985740842
3702	31.503988174851155
3703	31.48734148119429
