Sample	Latent_1	Latent_2	Latent_3	Latent_4	Latent_5	Latent_6	Latent_7	Latent_8	Latent_9	Latent_10	Latent_11	Latent_12	Latent_13	Latent_14	Latent_15	Latent_16	Latent_17	Latent_18	Latent_19	Latent_20	Latent_21	Latent_22	Latent_23	Latent_24	Latent_25	Latent_26	Latent_27	Latent_28	Latent_29	Latent_30	Latent_31	Latent_32
GSM1006726	-8.812002	-47.283638	-18.761658	50.027725	41.880375	-67.02036	19.624468	-25.652622	-17.359722	-17.761108	-63.09524	-1.7662255	-6.6792064	29.728128	-4.3221946	43.214928	-57.200443	-8.27569	13.849663	-37.17559	-42.97702	26.48317	-67.45316	-44.298286	-3.43029	-27.374065	-60.548588	29.56569	14.535729	-38.48182	43.14435	42.931732
GSM1006727	-6.6002445	-46.169327	-19.72322	44.658955	46.513428	-63.350903	12.038091	-19.631765	-19.916162	-18.618011	-62.0468	-1.1140686	-7.6532855	28.985746	2.6612592	45.497185	-54.394016	-6.447241	5.405672	-32.67848	-41.971397	15.0252695	-75.92379	-35.45477	-6.1748657	-33.151093	-56.965748	23.42775	12.16902	-32.039764	41.948063	37.61694
GSM1009635	-16.495834	-37.260212	-4.824383	21.754673	55.042683	-48.182827	1.290447	-43.108753	-2.168076	-19.891367	-67.40496	8.431009	-13.589896	34.199436	6.625855	31.280394	-27.04866	21.15753	-8.762612	-30.320505	-10.740331	-12.567969	-74.62605	-17.002958	-25.19369	-19.15339	-48.272808	-6.88649	11.334402	-35.85145	30.889204	47.85588
GSM1009636	-19.303442	-35.888885	-2.4684222	17.653812	56.2222	-42.475174	6.698857	-43.530415	-3.3264976	-16.738955	-62.802605	10.320421	-14.200742	32.725506	3.5993142	25.341486	-26.674095	23.509285	-7.0211906	-33.08324	-2.5943007	-16.055834	-69.57863	-14.829112	-24.284214	-15.147557	-54.430367	-8.571426	12.128909	-29.30959	29.901854	48.318493
GSM1009637	-17.277527	-35.62941	-4.616107	18.836708	54.791878	-46.184784	6.859175	-43.353344	-1.3583226	-17.257868	-63.651463	9.967627	-13.025746	32.95319	3.5615964	28.555319	-27.517649	21.972902	-5.1562643	-36.927708	-6.333429	-11.879609	-71.227394	-16.692839	-24.237226	-17.377275	-53.62859	-6.2735825	12.509397	-32.486126	29.903873	50.08065
GSM1009638	-21.374311	-41.0314	0.5409211	14.056103	58.68657	-38.84637	11.183467	-41.7207	-1.4135022	-16.319675	-64.11591	11.675497	-17.773151	36.44405	6.3126645	27.023611	-20.047457	31.380354	-12.623468	-29.861849	3.7656856	-18.581087	-74.54904	-17.64399	-31.469341	-12.883141	-51.45648	-12.1335535	15.181279	-35.827797	28.657316	49.493786
GSM1013480	23.823364	-31.388418	5.958724	17.717688	-3.8504128	-78.67647	32.30982	-12.429739	-4.540891	-20.887094	-95.44383	15.09379	-7.118524	40.49399	39.09973	67.92086	-63.1589	-19.645222	-10.290922	-51.51596	-66.866325	52.02864	-89.07992	-53.24459	25.850166	-35.890446	-24.322596	47.544655	1.211506	-64.64884	20.951208	55.272503
GSM1013481	15.560413	-28.491724	35.17304	11.096495	-3.0314317	-72.11988	67.86507	-26.735722	-4.2240243	-19.81672	-105.28969	33.84746	-5.136337	67.87028	37.005737	57.83381	-61.235985	1.4065722	-26.142527	-43.578102	-30.89981	75.1653	-90.79082	-62.39011	24.943031	-7.672574	-24.698896	65.902	13.371681	-80.47483	-1.2456498	82.22344
GSM1019735	-3.9391117	-39.113796	2.9238012	16.148676	14.895742	-39.79794	55.0764	-11.744627	-20.218716	-10.536689	-60.876644	30.27017	-3.3623881	29.102383	28.197693	31.695063	-50.50021	5.211275	1.0530099	-37.2928	-11.807702	42.852364	-54.92101	-43.853725	11.1158905	-14.239301	-25.97807	36.00275	14.002197	-37.45697	14.058535	52.734177
GSM1019736	-4.63533	-39.729202	3.6002214	16.069088	15.043437	-38.808838	55.647877	-10.857023	-20.919931	-10.349711	-61.62316	30.48789	-3.8133578	29.627335	29.540276	30.917742	-50.36777	6.3057394	-0.79659194	-36.68958	-10.578848	41.460526	-55.747444	-44.56357	10.70116	-14.461072	-25.728926	35.669804	14.592548	-38.065826	13.605967	53.113888
GSM1019737	-4.83037	-41.001125	6.6848335	17.1762	13.235937	-37.51186	57.761818	-10.901855	-19.70483	-9.485446	-62.24245	32.309795	-4.211145	31.018042	29.5238	29.658216	-49.66974	7.902025	-1.4455262	-35.967506	-7.4114842	45.34192	-52.832695	-47.56093	12.252274	-12.070332	-26.05809	38.495144	17.041143	-42.060043	11.598131	54.566925
GSM1019738	-2.8334064	-36.399757	10.508684	23.079592	5.2349143	-41.961372	52.433144	-17.438732	-14.898209	-3.7598739	-65.13321	34.037827	1.0442015	33.07874	20.526176	28.259703	-50.03791	5.193081	2.923432	-41.426014	-10.058921	60.424065	-42.981106	-52.36882	18.727673	-8.84878	-28.712715	47.911777	15.572101	-46.267666	6.698171	57.98967
GSM1019739	-2.6470032	-36.65911	9.234791	17.170868	9.513806	-36.530968	48.292305	-10.604685	-19.810469	-9.452972	-61.97781	30.896082	-5.339273	34.826843	27.913963	29.809237	-42.98551	5.17593	-4.271612	-34.56367	-10.907294	41.28383	-51.041683	-44.848515	15.196384	-10.943471	-27.554165	38.54718	11.474489	-42.535202	5.878305	52.28107
GSM1019740	-4.6320286	-36.42404	12.187717	17.813864	6.8496585	-38.56354	53.9856	-16.583431	-16.948404	-6.5491586	-64.15686	34.447014	-2.2345977	35.215595	23.25151	27.81721	-47.742764	7.265027	0.9132021	-38.739956	-8.1372385	53.804363	-46.313145	-50.775394	16.375462	-7.2744093	-29.411875	43.70418	14.033801	-46.634056	6.006185	58.336956
GSM1019741	-1.8267136	-42.168842	15.370333	19.367525	5.538423	-37.47313	58.78468	-13.63385	-14.65502	-5.7169366	-69.95914	38.575703	-4.5450206	39.38942	30.509838	31.285975	-46.71917	10.082765	-3.8885767	-36.371387	-4.423779	63.60799	-48.046726	-55.099632	18.72464	-5.8466268	-22.339998	48.59391	16.357527	-53.148643	1.3765655	56.712368
GSM1019742	-1.0187283	-36.895256	6.3053837	19.194593	8.088657	-42.451786	53.25166	-13.526585	-15.72847	-8.566526	-63.651337	31.440798	-1.9063543	32.03597	25.732204	31.934992	-50.66593	4.3866577	1.8090371	-40.58554	-13.839319	53.210335	-50.355995	-49.045063	16.306633	-12.496062	-26.570734	43.396843	14.576535	-44.348167	9.790096	54.896114
GSM1019743	1.0603104	-38.31994	3.3755414	26.779955	6.314159	-43.72626	50.88702	-10.62121	-15.644966	-5.5793176	-62.92482	31.041765	0.37670958	30.016388	24.030548	33.88454	-50.130257	-0.18734942	3.422284	-43.405838	-16.654526	57.880947	-46.633842	-49.580544	20.885689	-15.138688	-27.349398	48.154617	14.727119	-43.999054	8.398876	52.52509
GSM1020212	-23.711983	-35.256737	1.4929827	36.482803	18.121716	-40.469128	53.355797	-32.901257	-3.8080983	4.9289536	-44.968067	5.753264	10.491792	13.975388	-13.06382	16.852903	-52.408558	16.887814	4.688959	-18.55499	-11.003995	33.061005	-41.899643	-58.022255	-22.578035	-7.6648135	-32.238453	29.573051	31.602518	-45.88985	45.348614	50.856033
GSM1020213	-32.374657	-37.390152	-0.31235328	36.311222	25.309309	-32.666664	60.403095	-22.212225	-18.750696	6.535731	-31.506645	8.908558	8.148592	7.6774955	-15.4711685	4.725989	-55.608944	4.177243	18.473043	-27.691923	-4.4978423	31.044975	-27.634584	-54.17431	-7.531048	-5.5190067	-51.80716	26.946808	33.41536	-26.996029	45.11442	48.860477
GSM1020214	-25.370024	-34.63748	2.602205	32.782375	18.296726	-35.101902	51.883556	-26.337803	-8.122673	4.303639	-41.057713	8.314384	5.862513	14.279354	-10.721103	10.8456135	-51.084	11.058286	7.4529934	-24.31847	-8.403911	33.08015	-34.045055	-58.197227	-13.951452	-7.1908293	-39.29648	29.114017	30.321518	-40.76773	39.27793	47.889534
GSM1020215	-41.963886	-28.805098	9.692963	50.21316	37.250416	-39.74844	47.474026	-46.61881	13.743711	14.417748	-34.325737	-13.246824	4.5987678	26.763273	-38.489624	-7.753698	-57.162743	36.536446	3.3241003	-18.881886	-5.4239345	29.04073	-41.795235	-69.684616	-37.4516	1.8641455	-65.89608	26.688549	50.868565	-40.05917	61.929234	40.751003
GSM1020216	-33.700512	-30.10361	-4.7058754	46.59144	50.252567	-51.71314	33.114346	-40.354366	7.8807626	3.7521577	-35.1107	-22.176865	2.0433803	24.953682	-29.863924	-0.34958425	-50.536713	29.77401	4.4663258	-21.465902	-11.602015	5.226598	-52.97754	-54.22497	-45.210392	-6.9872546	-62.273754	12.166328	47.550068	-29.564661	63.720623	39.92925
GSM1023063	-37.53736	-20.642769	4.6210318	35.21598	38.40063	-47.130844	29.82737	-42.99036	2.5478358	10.670804	-37.986744	-8.204912	14.604529	18.167326	-25.7284	-9.992483	-53.82484	33.69779	-1.2646848	-32.762493	-1.6453352	4.0069284	-54.64392	-50.458427	-34.83484	-16.620907	-58.27705	9.855251	42.760395	-23.972528	58.274704	55.557186
GSM1023076	-16.768036	-41.994095	-1.2457391	32.326645	40.28471	-45.433693	27.876808	-28.08191	-12.434225	-13.472692	-61.159508	14.741808	-8.527457	33.80833	2.3624482	28.74684	-48.454235	10.580753	2.238015	-35.669384	-12.87887	26.447933	-59.050133	-41.147747	-5.4544506	-16.137053	-56.390522	26.705818	18.984262	-42.755955	25.25138	51.153168
GSM1023077	-9.695688	-41.918224	-0.5978118	30.3607	41.859592	-51.80454	11.871818	-21.16852	-11.540903	-15.027333	-68.1555	7.081116	-10.473199	37.262383	9.892747	42.327324	-46.627876	7.026167	-11.2733	-27.813862	-27.713009	11.378551	-80.30331	-37.178596	-10.8281765	-27.824537	-55.133366	20.214436	14.485783	-47.72908	30.552032	45.340412
GSM1023078	-12.473988	-42.65687	-3.776685	38.156223	36.81606	-55.545155	20.56245	-25.458405	-10.777958	-13.202775	-67.781006	7.2153497	-7.76156	35.61254	3.266335	36.684013	-52.46143	3.4687424	-0.42647284	-36.243713	-28.21228	25.715546	-68.11554	-47.464794	-5.683256	-24.26499	-58.109665	28.025528	17.725395	-49.819016	31.321743	49.781246
GSM1023080	-15.693184	-41.905884	-5.4722786	41.98523	36.881027	-56.26573	25.789001	-28.552301	-10.180931	-11.775247	-65.561966	6.908831	-5.115667	34.053375	-1.3088564	30.710016	-56.76013	4.3749866	4.8909607	-38.480415	-25.094675	31.869614	-60.682983	-50.806385	-5.2704163	-20.78983	-59.654076	31.232708	21.111395	-47.48346	32.45794	51.536564
GSM1023081	-15.992439	-39.666782	-3.7717383	32.031223	38.049366	-44.714317	25.163666	-23.52609	-15.76367	-14.683244	-58.17574	13.279848	-8.730575	31.36203	3.97885	28.764124	-50.332573	4.8481197	3.0755708	-38.18713	-18.280254	19.52348	-58.867928	-39.257572	-1.938507	-20.787054	-61.680508	25.608932	16.205238	-39.09653	25.953884	50.04306
GSM1023082	-18.039206	-45.20036	1.5249327	39.9653	38.64229	-51.914043	31.988052	-30.607866	-7.1894536	-9.128149	-67.2734	10.823591	-6.0473495	37.49632	-1.4072012	27.25612	-53.396137	13.653272	1.0876426	-34.339268	-12.438318	38.663162	-58.149963	-54.13818	-8.885012	-13.51139	-55.146194	33.3151	26.910746	-53.006737	28.137127	54.1614
GSM1024416	-25.550175	-53.2048	60.789104	14.146973	50.186165	-3.9211104	61.871708	-27.412354	-4.700907	-12.089944	-70.74823	36.60885	-9.205445	62.45868	22.749916	67.828964	-1.6816244	63.448845	-77.67966	32.396927	30.229393	-44.013588	-125.68435	1.184846	-50.439022	-7.352658	-57.278164	15.791344	20.367441	-85.28967	15.760832	77.787605
GSM1024417	-26.35646	-52.569023	55.80729	14.738432	50.16659	-6.6981773	60.452843	-30.504723	-2.5042996	-10.519806	-69.89642	33.85334	-8.134334	58.46378	20.47042	65.371735	-6.909564	63.63761	-73.91017	28.046225	27.70868	-42.8788	-124.123955	-3.0532084	-54.047474	-9.265937	-56.773056	14.501402	22.031034	-84.59679	20.486017	77.40775
GSM1024418	-18.955044	-45.49772	58.17579	7.8333893	52.34089	-17.07378	46.979774	-26.209845	-1.612391	-7.8752694	-73.84773	22.964598	-5.134521	51.964436	20.245998	65.49818	-13.30326	55.729378	-79.35601	28.291687	21.227701	-49.15813	-130.78584	0.82528794	-52.881405	-14.727128	-53.289753	8.61849	26.060293	-78.27266	26.460676	75.53065
GSM1041191	-11.678125	-19.181778	0.6268481	29.279215	28.164429	-62.956154	-1.1462891	-38.855244	-1.9114261	-6.3621554	-79.55243	-1.4944321	3.0784497	30.91434	2.3403993	16.676947	-46.932865	15.996162	-11.5805	-48.159397	-21.80511	2.395999	-66.89304	-33.994766	-8.9788	-26.368658	-46.89789	9.551971	15.443497	-37.523186	26.569174	63.17224
GSM1041192	-12.999399	-17.203865	8.027004	18.05585	29.117054	-53.718872	-2.5410244	-36.813248	-0.9242282	-3.0118403	-79.382225	1.1259655	1.9467713	30.443644	5.257138	16.25862	-40.293777	21.231047	-21.036287	-42.127205	-12.17602	-7.2663946	-70.40924	-27.534739	-12.908592	-24.058025	-43.265236	1.8990573	13.515147	-37.838512	22.37698	61.97043
GSM1041193	-18.31763	-18.885855	6.4320908	19.036583	34.618553	-51.757725	-2.6879666	-40.385147	0.87303114	-1.6802944	-73.476456	1.3313869	4.765548	28.26975	2.059773	10.921389	-36.37029	26.712719	-20.098446	-38.806778	-4.0743566	-11.235376	-67.470695	-26.738546	-22.625315	-23.262981	-41.42999	-3.3504288	17.888554	-35.384727	25.618002	62.89028
GSM1041194	-22.328384	-19.902029	-3.0011618	34.954845	32.13732	-54.23725	8.004384	-42.230015	-1.7671227	-1.194652	-64.48591	-0.595369	7.4918246	24.0747	-7.3813663	5.6595826	-43.215313	20.264503	-4.1397877	-46.93327	-11.202257	3.7740755	-56.562527	-38.222073	-17.18087	-23.23423	-47.012695	7.617344	24.51256	-34.769398	32.14805	63.08949
GSM1041195	-7.973728	-13.752146	4.450836	13.341013	30.21878	-56.410828	-8.397526	-37.248547	-0.445394	-5.9168115	-80.509056	-0.8515526	2.1660647	26.108189	8.36052	24.41434	-43.494102	14.27865	-21.800331	-41.185482	-22.28538	-13.072175	-79.47105	-21.211494	-13.022513	-31.18416	-39.401627	-1.7820169	7.7899857	-34.654354	27.75085	56.814472
GSM1041196	-6.215706	-15.640261	3.6897829	19.658358	22.97538	-59.83416	-3.3856976	-34.801853	-2.2924228	-6.718634	-80.64208	0.13854633	2.1286588	28.821337	9.017644	23.179213	-45.530933	11.463262	-17.118944	-44.81227	-26.668396	-3.1031609	-72.78033	-29.298449	-6.4672585	-29.50705	-40.546196	7.1304913	8.919287	-37.581314	25.31694	59.08362
GSM1045177	-15.031382	-53.7867	20.148306	39.425533	21.69188	-36.201447	60.857502	-25.918634	-12.772579	-9.640218	-69.918144	33.932827	-8.717982	47.066185	10.283769	39.853573	-45.44405	20.353277	-11.670826	-27.253542	-3.1886616	46.371536	-61.726322	-60.709988	2.9932177	-4.7120385	-54.2178	54.588573	26.678535	-76.880226	13.785837	67.93104
GSM1056529	-26.003271	-70.88156	-9.326662	71.57605	29.187958	-66.71593	77.33482	-36.54592	-34.59631	-2.823547	-78.24026	23.394152	10.806065	20.761534	-11.025729	44.860138	-69.451195	-16.763435	50.856785	-76.35126	-37.769066	68.1705	-55.82725	-76.62569	16.704601	-19.567665	-73.690544	60.045155	23.299028	-62.23701	49.148838	82.05295
